NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
1252905	ttrR	STM1387	tetrathionate reductase complex: response regulator	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		PROTEIN_CODING	0		
